EGYPT CDS USD SR Index,,,,,,,,,
YCCD2887 Index,,,,,,,,,
Dates,,6M,1Y,2Y,3Y,4Y,5Y,7Y,10Y
T,7/2/13,941.5,1006,1101.4,1020,1017.2,1000,1035.6,1060.5
M,7/1/13,762.4,832.5,944.1,898.8,910.2,900,920.9,928.1
,,,,,,,,,
F,6/28/13,747.3,815.5,924.5,880.6,891.7,881.7,901.7,908.3
T,6/27/13,738.3,827.1,910.8,882.8,902.2,887.5,917.5,909.3
W,6/26/13,728,815.2,897.7,870.3,889.4,875,904.2,895.6
T,6/25/13,683,764.7,842.1,816.6,834.7,821.3,849.3,842.1
M,6/24/13,668.8,758.7,822.5,804.8,822.5,807.3,839.4,836.1
,,,,,,,,,
F,6/21/13,637.9,710.2,786.7,779.5,795.9,798.4,819.8,816.6
T,6/20/13,572.8,670.9,740.9,739.9,757.9,767.2,791.4,790.1
W,6/19/13,520,616.2,693.6,710.7,728.7,735.7,757.4,765.2
T,6/18/13,534.6,617.9,701.8,721.3,738.5,741.1,764.1,770.9
M,6/17/13,531.1,616.8,685.2,709,728,730.9,753.1,757.3
,,,,,,,,,
F,6/14/13,551.9,629.5,701.5,718.4,733,739.5,755.1,754.1
T,6/13/13,558.1,636.3,709.1,726.2,740.9,747.6,763.6,763.1
W,6/12/13,551.7,628.8,700.8,717.7,732.3,738.9,754.8,753.5
T,6/11/13,553.8,631,703.2,720.3,735,741.7,757.5,756.7
M,6/10/13,533.9,608.2,677.8,694.3,708.5,715,730.4,729.8
,,,,,,,,,
F,6/7/13,545.4,620.6,691.7,708.7,723.3,730,745.8,745.1
T,6/6/13,539.8,614.1,684.5,701.4,715.9,722.4,738.2,737.6
W,6/5/13,545.2,620.1,691.2,708.3,723,729.6,745.5,745.1
T,6/4/13,518.5,589.4,657.1,673.4,687.5,693.8,709,708.3
M,6/3/13,492.5,559.7,624,639.6,653,659.2,673.6,672.9
,,,,,,,,,
F,5/31/13,449.2,533.1,559.6,614.2,616.4,620.4,634.1,638.6
T,5/30/13,456.5,534.7,580.9,647.6,656.1,668.8,680.6,673.8
W,5/29/13,434.3,508.6,552.6,615.9,624,636.2,647.5,640.9
T,5/28/13,456.3,532.3,590.5,646.8,648.2,660,672,673.7
M,5/27/13,452.5,527.9,586,641.9,643.4,655.2,667.2,669
,,,,,,,,,
F,5/24/13,452.5,527.8,586,641.8,643.3,655,666.9,668.7
T,5/23/13,448.3,522.7,580.3,635.6,637,648.5,660.2,661.8
W,5/22/13,438.9,511.6,568,622.2,623.6,635,646.6,648.3
T,5/21/13,452.7,527.6,585.8,641.7,643.2,655,667.1,669.1
M,5/20/13,424.6,494.5,549.1,601.4,602.9,614,625.2,627
,,,,,,,,,
F,5/17/13,441.1,496.4,559.3,611.2,616.9,625,634.6,629.7
T,5/16/13,435.9,490.4,552.6,603.9,609.6,617.6,627.1,622.4
W,5/15/13,444.8,500.2,563.7,616,621.8,630,639.7,634.8
T,5/14/13,437.3,491.6,554,605.5,611.3,619.3,628.9,624.3
M,5/13/13,441.4,496.1,559.1,611,616.8,625,634.7,629.9
,,,,,,,,,
F,5/10/13,441.5,495.9,558.8,610.8,616.7,625,634.8,630.1
T,5/9/13,424.8,476.9,537.4,587.5,593.2,601.2,610.6,606.2
W,5/8/13,414.7,465.4,524.5,573.3,579,586.7,596,591.6
T,5/7/13,410.8,460.9,519.3,567.8,573.5,581.3,590.6,586.4
M,5/6/13,432,480.1,536.3,583.3,586.1,594.3,597.9,594.8
,,,,,,,,,
F,5/3/13,445.8,481.2,545.2,588.9,597.5,601,603,601.3
T,5/2/13,449.8,486.2,541.5,568.3,581.9,590,589.8,588.1
W,5/1/13,443.3,479,533.4,559.9,573.3,581.3,581.2,579.6
T,4/30/13,444.9,480.6,535.2,561.8,575.3,583.3,583.2,581.6
M,4/29/13,453.8,490.2,545.9,573.1,586.8,595,594.8,593
,,,,,,,,,
F,4/26/13,450.2,486,541.2,568.1,581.8,590,589.9,588.4
T,4/25/13,450.3,486.1,541.2,568.1,581.8,590,589.9,588.2
W,4/24/13,450.3,486,541,568,581.8,590,590,588.6
T,4/23/13,442.7,477.7,531.8,558.4,571.9,580,580,578.5
M,4/22/13,458.1,494.2,550.2,577.6,591.6,600,600,598.5
,,,,,,,,,
F,4/19/13,455.5,491.1,546.7,574,588,596.4,596.5,595.1
T,4/18/13,455.1,490.8,543,571.7,586.2,595,596.3,596.6
W,4/17/13,447.9,482.9,534.3,562.6,576.8,585.5,586.9,587.3
T,4/16/13,456.9,492.6,545,573.8,588.3,597.2,598.5,598.9
M,4/15/13,443.9,478.5,529.4,557.3,571.5,580.2,581.5,582
,,,,,,,,,
F,4/12/13,445.5,480,531,559.2,573.5,582.3,583.7,584.3
T,4/11/13,524.5,565,625,658,674.8,685,686.6,687.1
W,4/10/13,450.4,485,536.5,564.9,579.3,588.1,589.5,590
T,4/9/13,453.5,488.3,540.1,568.7,583.3,592.2,593.7,594.2
M,4/8/13,489.3,526.7,582.6,613.5,629.1,638.6,640,640.3
,,,,,,,,,
F,4/5/13,501.9,540.1,597.3,629,645.2,655,656.7,657.2
T,4/4/13,509.7,548.4,606.4,638.6,655,665,666.7,667.3
W,4/3/13,531.3,571.5,632,665.5,685.4,698.1,712.8,723.6
T,4/2/13,536.3,576.4,637.5,671.7,692.1,705,720,731.2
M,4/1/13,531.2,571.1,631.4,665.1,685.1,697.8,712.5,723.4
,,,,,,,,,
F,3/29/13,528.3,575.4,634.5,666.5,686.3,697.9,711.9,721.8
T,3/28/13,529.6,575.9,632.9,665.7,686,698.1,711.8,721.7
W,3/27/13,524.7,570.5,626.9,659.4,679.6,691.7,705.3,715.2
T,3/26/13,504.6,548.5,602.8,634,653.4,665,678.1,687.6
M,3/25/13,509.1,553.3,608,639.5,659,670.7,683.9,693.3
,,,,,,,,,
F,3/22/13,501.7,545,598.8,629.8,649.2,660.8,674.1,683.8
T,3/21/13,501.2,544.3,598.1,629.1,648.4,660,673,682.4
W,3/20/13,503.1,546.3,600.2,631.4,650.8,662.5,675.5,684.9
T,3/19/13,491.1,543.6,597.6,627.1,644.8,655,666.3,674.3
M,3/18/13,506.1,560.1,615.7,646.2,664.4,675,686.8,695.1
,,,,,,,,,
F,3/15/13,482.6,533.7,586.6,615.7,633.1,643.3,654.5,662.6
T,3/14/13,483,534.1,587.2,616.3,633.7,643.8,655.2,663.3
W,3/13/13,485.4,536.5,589.8,619.1,636.6,646.6,657.7,665.7
T,3/12/13,480.1,530.5,583.2,612.2,629.6,639.7,650.9,658.9
M,3/11/13,477.6,527.6,580.1,608.9,626.2,636.3,647.4,655.3
,,,,,,,,,
F,3/8/13,469.3,518.1,569.6,598,615.1,625,636.1,644.1
T,3/7/13,284.5,385.7,498.3,562.9,602.1,625,638.9,650.2
W,3/6/13,287.7,389.8,503.6,568.9,608.5,631.6,645.5,656.3
T,3/5/13,289,391.2,505.6,571.2,611.1,634.4,648.4,659.4
M,3/4/13,284.1,384.3,496.7,561.3,600.5,623.4,637.3,648.1
,,,,,,,,,
F,3/1/13,282.8,381.8,493.6,558,597.1,620,633.9,644.7
T,2/28/13,280.7,378.7,489.6,553.4,592.3,615,628.7,639.5
W,2/27/13,278.4,375.3,485.4,548.8,587.4,610,623.7,634.5
T,2/26/13,278.5,375.2,485.3,548.8,587.4,610,623.8,634.5
M,2/25/13,278.6,375.1,485.2,548.7,587.3,610,623.9,634.7
,,,,,,,,,
F,2/22/13,278.5,374.3,484.2,547.7,586.4,609.2,623.1,634
T,2/21/13,274.4,368.5,476.8,539.4,577.6,600,613.7,624.4
W,2/20/13,246.2,330.4,427.5,483.8,518,538.2,550.6,560.5
T,2/19/13,250.8,336.4,435.3,492.6,527.6,548.2,561.1,571.2
M,2/18/13,246.6,330.5,427.7,484,518.4,538.7,551.2,561.1
,,,,,,,,,
F,2/15/13,246.3,331.6,427.1,484.5,517.4,537.9,550,559.3
T,2/14/13,254.2,342,440.7,500,533.9,555,567.5,577
W,2/13/13,254.2,341.9,440.5,499.9,533.8,555,567.6,577.2
T,2/12/13,248.6,334.1,430.5,488.5,521.8,542.6,555,564.5
M,2/11/13,252,338.4,436.2,495.1,528.9,550,562.7,572.5
,,,,,,,,,
F,2/8/13,249.9,335.1,431.9,490.4,524,545,557.7,567.4
T,2/7/13,241.7,323.8,417.4,474,506.4,526.7,539,548.3
W,2/6/13,245.9,329.2,424.5,482,515.1,535.8,548.3,557.9
T,2/5/13,237.2,317.3,409.1,464.7,496.6,516.6,528.7,537.9
M,2/4/13,242.6,324.4,418.3,475.1,507.8,528.2,540.7,550.3
,,,,,,,,,
F,2/1/13,252.9,337.5,435.3,494.6,528.6,550,563,572.8
T,1/31/13,241.7,322.4,415.8,472.6,505.2,525.7,538.2,547.7
W,1/30/13,233.2,310.8,400.9,455.6,487.1,506.9,518.9,528.2
T,1/29/13,221.4,295,380.4,432.4,462.3,481.1,492.7,501.6
M,1/28/13,211.7,281.9,363.6,413.3,442,460,471,479.6
,,,,,,,,,
F,1/25/13,203.8,270.8,349.4,397.4,425.1,442.5,453.2,461.5
T,1/24/13,205,272.3,351.3,399.6,427.4,445,455.9,464.3
W,1/23/13,202.8,269.1,347.3,395,422.6,440,450.7,459.1
T,1/22/13,202.8,269,347.1,394.8,422.4,439.8,450.7,459.1
M,1/21/13,203.6,270,348.4,396.3,424.1,441.6,452.5,461
,,,,,,,,,
F,1/18/13,205.5,271,349,396.8,425.6,442.9,454.2,462.9
T,1/17/13,205.7,271,349.1,397,425.8,443.2,454.4,463.1
W,1/16/13,207.5,273.3,352.1,400.4,429.5,447,458.4,467.3
T,1/15/13,215.1,283.2,364.8,414.9,445,463.2,475.1,484.4
M,1/14/13,216.7,285.1,367.3,417.8,448.1,466.5,478.4,487.7
,,,,,,,,,
F,1/11/13,215.5,283,364.6,414.9,445.1,463.4,475.4,484.6
T,1/10/13,218.6,286.9,369.7,420.7,451.5,470,482.2,491.6
W,1/9/13,221.8,291,375,426.7,457.9,476.8,489.2,498.8
T,1/8/13,227.3,297.9,384,437,468.9,488.3,501,510.8
M,1/7/13,222.7,291.8,376,428,459.3,478.2,490.8,500.4
,,,,,,,,,
F,1/4/13,235.4,307.9,396.8,451.8,484.9,505,518.3,528.6
T,1/3/13,237.1,309.9,399.5,454.9,488.4,508.7,522.1,532.4
W,1/2/13,247.2,323.1,416.5,474.2,509.1,530.2,544.3,555
T,1/1/13,237.8,310.6,400.4,456,489.5,509.8,523.4,534
M,12/31/12,237.9,310.6,400.4,456,489.6,510,523.6,534.2
,,,,,,,,,
F,12/28/12,235.5,307.1,396.1,451.3,484.7,504.9,518.7,529.6
T,12/27/12,196.3,254.1,353.3,422.5,467.7,495.1,505.1,511.9
W,12/26/12,193.1,249.9,349.4,418.6,463.5,490.8,502.7,510.2
T,12/25/12,193.1,249.8,349.3,418.4,463.3,490.6,502.5,509.9
M,12/24/12,193.1,249.8,349.3,418.4,463.3,490.6,502.4,509.7
,,,,,,,,,
F,12/21/12,192.4,247.6,349.1,417.9,462.8,490,502.2,510.2
T,12/20/12,198,254.7,359,429.7,476,504,516.5,524.6
W,12/19/12,193.6,257.1,360.6,428.8,473.5,500,510.8,517.5
T,12/18/12,191.7,254.4,356.8,424.5,468.7,495,505.7,512.4
M,12/17/12,191.8,254.3,356.7,424.4,468.7,495,505.7,512.2
,,,,,,,,,
F,12/14/12,188.4,249.3,349.6,416.1,459.8,485.7,496.4,502.9
T,12/13/12,148,195.7,307.1,385.9,442.2,475.8,494.3,506.4
W,12/12/12,148.9,196.8,308.7,387.9,444.6,478.4,497,509.2
T,12/11/12,147.9,195.3,306.4,385.1,441.4,475,493.6,505.8
M,12/10/12,147.4,194.5,305.3,383.7,439.9,473.4,492,504.3
,,,,,,,,,
F,12/7/12,138.5,182.4,286.2,359.8,412.7,444.2,461.8,473.4
T,12/6/12,140.3,184.7,289.8,364.5,418,450,467.9,479.7
W,12/5/12,132.4,174.1,273.1,343.5,394,424.2,441,451.9
T,12/4/12,130.2,171.2,268.5,337.7,387.4,417,433.8,444.8
M,12/3/12,125.4,164.8,258.5,325.1,373.1,401.7,417.8,428.4
,,,,,,,,,
F,11/30/12,122.2,160.3,251.3,316.3,363,391,406.8,417.2
T,11/29/12,122,159.9,250.6,315.5,362.1,390,405.8,416.1
W,11/28/12,133.9,175.4,288.2,329.5,373.6,400,418.4,430.8
T,11/27/12,135.6,177.4,291.5,333.4,378.2,405,423.8,436.7
M,11/26/12,137.7,180.1,296,338.5,384,411.2,430.4,443.5
,,,,,,,,,
F,11/23/12,130.6,170.5,280,320.5,363.6,389.5,407.8,420.3
T,11/22/12,129.1,168.5,276.7,316.7,359.4,385,402.9,415.1
W,11/21/12,133.4,173.9,285.6,327,371,397.5,416.2,428.9
T,11/20/12,137.5,179.3,294.3,337.1,382.6,409.9,429.2,442.4
M,11/19/12,141.7,184.5,302.9,346.9,393.8,421.9,441.8,455.1
,,,,,,,,,
F,11/16/12,145.6,189.3,310.7,356.1,404.3,433.2,453.8,467.8
T,11/15/12,137.9,179.2,294,337,382.6,410.1,429.5,442.8
W,11/14/12,136.9,177.8,291.8,334.5,379.8,407.1,426.5,439.8
T,11/13/12,139.6,181.2,297.2,340.8,387,414.9,434.6,448.3
M,11/12/12,141.4,183.4,300.8,345,391.8,420,440,453.8
,,,,,,,,,
F,11/9/12,140.3,181.6,297.9,341.7,388.2,416.3,436.2,449.9
T,11/8/12,139.3,180.3,295.7,339.2,385.4,413.2,433.1,446.9
W,11/7/12,138.6,179.2,293.8,337.1,383,410.7,430.5,444.1
T,11/6/12,142.5,184.2,302,346.7,394,422.5,443.1,457.4
M,11/5/12,141,182.1,298.5,342.7,389.4,417.6,437.7,451.5
,,,,,,,,,
F,11/2/12,140.9,181.8,297.8,342,388.8,417,437.2,451.1
T,11/1/12,138.8,179,293.3,336.8,382.9,410.7,430.7,444.6
W,10/31/12,139.4,179.6,294.1,337.9,384.2,412.2,432.4,446.4
T,10/30/12,157.8,203.2,315.1,357.8,394.4,416.6,430.6,440.1
M,10/29/12,158.8,204.4,316.9,359.9,396.8,419.1,433.2,442.8
,,,,,,,,,
F,10/26/12,158.7,204,316.1,359.1,396,418.3,432.5,442.1
T,10/25/12,158.8,203.9,316,359,395.9,418.2,432.5,442.1
W,10/24/12,158.5,203.5,315.3,358.3,395.2,417.5,431.7,441.4
T,10/23/12,159,203.9,315.9,359.1,396,418.4,432.7,442.3
M,10/22/12,155.6,199.5,309,351.3,387.5,409.5,423.6,433.2
,,,,,,,,,
F,10/19/12,154.1,197.3,305.6,347.5,383.4,405.2,419.1,428.6
T,10/18/12,153.5,196.4,304.1,345.9,381.7,403.3,417.2,426.5
W,10/17/12,155.2,198.4,307.3,349.6,385.8,407.7,421.8,431.5
T,10/16/12,160.5,205.1,317.6,361.4,398.8,421.6,436.3,446.4
M,10/15/12,161.8,206.7,320,364.2,402,425,439.9,450
,,,,,,,,,
F,10/12/12,165.2,210.8,326.1,371.3,409.9,433.4,448.7,459
T,10/11/12,164.8,210.1,325.1,370.1,408.7,432.1,447.4,457.8
W,10/10/12,165.4,210.7,326,371.2,409.9,433.5,448.8,459.3
T,10/9/12,164.4,209.4,324,369,407.5,430.9,446.1,456.4
M,10/8/12,163.5,208.2,322,366.8,405,428.3,443.4,453.8
,,,,,,,,,
F,10/5/12,162.4,206.4,319.1,363.7,401.8,425,440.2,450.6
T,10/4/12,163,207.1,320.2,364.9,403.2,426.5,441.8,452.3
W,10/3/12,165.6,210.3,325.1,370.6,409.5,433.2,448.7,459.4
T,10/2/12,167.3,212.4,328.3,374.2,413.5,437.5,453.2,464
M,10/1/12,173,219.4,339.1,386.6,427.3,452.1,468.3,479.5
,,,,,,,,,
F,9/28/12,170.9,216.4,334.3,381.3,421.5,446,462.1,472.7
T,9/27/12,174.6,221.1,341.5,389.5,430.5,455.6,472.2,483.6
W,9/26/12,213,269.5,375.9,418.1,438.8,453.2,470.8,482.9
T,9/25/12,208.7,264,368.2,409.6,429.9,444,461.3,473.3
M,9/24/12,208.1,263,366.9,408.2,428.4,442.5,459.7,471.5
,,,,,,,,,
F,9/21/12,199.3,251.6,350.9,390.5,409.9,423.5,440.1,451.5
T,9/20/12,199.6,251.8,351.2,391,410.5,424.1,440.7,452.3
W,9/19/12,189.1,251.4,350.9,385.9,402,413.1,426.7,435.7
T,9/18/12,188.1,249.9,348.8,383.6,399.5,410.6,424,433.1
M,9/17/12,184.8,245.3,342.4,376.7,392.4,403.3,416.5,425
,,,,,,,,,
F,9/14/12,183.4,243,339.1,373.2,389,399.9,413.2,422.1
T,9/13/12,189.7,251.2,350.6,385.9,402.2,413.5,427.2,436.3
W,9/12/12,186.1,246.2,343.7,378.4,394.3,405.4,418.9,428
T,9/11/12,186.7,246.8,344.5,379.4,395.4,406.6,420.1,429.1
M,9/10/12,198.9,262.8,366.9,404,421.2,433.1,447.5,457.1
,,,,,,,,,
F,9/7/12,203.2,268,374.1,412.1,429.7,442,456.8,466.6
T,9/6/12,213.8,281.8,393.4,433.5,452.1,465,480.6,491.2
W,9/5/12,218.5,287.8,401.8,442.8,461.8,475.1,491.1,501.8
T,9/4/12,223.3,293.8,410.3,452.2,471.6,485.2,501.4,512
M,9/3/12,223,293.3,409.5,451.5,470.9,484.5,500.9,511.9
,,,,,,,,,
F,8/31/12,222.8,296,412.1,453.4,471.8,485,501.2,512.2
T,8/30/12,248.1,329.4,428.6,463.7,479.7,490.8,507.7,517.2
W,8/29/12,249,330.5,430,465.3,481.4,492.6,509.6,519
T,8/28/12,269.1,356.8,436.7,465,478.2,487,504.5,512.2
M,8/27/12,275.9,365.6,447.8,476.8,490.4,499.5,517.4,525.4
,,,,,,,,,
F,8/24/12,280.2,367.8,449.5,477.9,492.3,500.9,519,526.2
T,8/23/12,275.6,361.5,441.9,469.8,484,492.5,510.4,517.8
W,8/22/12,278,364.4,445.5,473.7,488,496.6,514.6,522.1
T,8/21/12,293,383.9,469.4,499.2,514.4,523.4,542.5,550.3
M,8/20/12,308.4,403.8,493.7,525.2,541.1,550.7,570.7,578.8
,,,,,,,,,
F,8/17/12,308.1,402.7,492.5,524,540.1,549.7,569.8,578
T,8/16/12,318.8,416.4,509.3,542,558.5,568.5,589.1,597.4
W,8/15/12,318.3,415.4,508.2,540.9,557.5,567.5,588.2,596.7
T,8/14/12,319.8,417.1,510.4,543.2,559.9,570,590.9,599.4
M,8/13/12,319.9,417,510.2,543.2,559.9,570,591,599.5
,,,,,,,,,
F,8/10/12,320.1,416.6,509.8,542.9,559.8,570,591.1,599.8
T,8/9/12,318.4,414.1,506.9,539.8,556.5,566.6,587.3,595.4
W,8/8/12,317.6,412.8,505.4,538.3,555,565,585.7,594
T,8/7/12,317.4,412.3,504.8,537.7,554.4,564.5,585.3,593.8
M,8/6/12,313.7,407.4,498.8,531.4,548.1,558.2,579,587.7
,,,,,,,,,
F,8/3/12,323.8,419.8,514.1,547.9,565.3,575.7,597.3,606.3
T,8/2/12,330.1,427.6,523.7,558.3,576,586.7,608.7,617.7
W,8/1/12,331.8,429.6,526.2,561,578.9,589.7,611.9,621.2
T,7/31/12,333.3,431.3,528.3,563.4,581.4,592.2,614.6,623.9
M,7/30/12,338.4,437.6,536,571.5,589.8,600.8,623.3,632.5
,,,,,,,,,
F,7/27/12,340.6,439.7,538.8,574.7,593.2,604.4,627.2,636.7
T,7/26/12,342.5,442,541.6,577.8,596.4,607.7,630.7,640.3
W,7/25/12,344.2,443.9,544,580.4,599.2,610.6,633.9,643.8
T,7/24/12,343.7,443.1,543,579.4,598.2,609.6,632.8,642.7
M,7/23/12,343.1,442,541.7,578.1,596.9,608.3,631.4,641.1
,,,,,,,,,
F,7/20/12,338.8,435.8,534.2,570.3,588.8,600,622.4,631.4
T,7/19/12,334.6,430.2,527.4,563.1,581.5,592.6,615.3,625
W,7/18/12,337,433,530.8,566.7,585.2,596.4,618.8,627.8
T,7/17/12,333.2,428,524.8,560.4,578.8,590,612.7,622.4
M,7/16/12,339.3,435.5,534,570.3,589.1,600.5,623.5,633.3
,,,,,,,,,
F,7/13/12,336.9,431.8,529.6,565.7,584.3,595.6,618.4,627.6
T,7/12/12,340.9,436.7,535.5,572.1,591,602.6,625.8,635.6
W,7/11/12,341.3,437,535.9,572.6,591.6,603.2,626.5,636.4
T,7/10/12,331.8,424.6,520.7,556.4,575,586.3,608.9,618.6
M,7/9/12,345.3,441.6,541.6,578.8,598.2,610,633.6,643.6
,,,,,,,,,
F,7/6/12,337.4,430.9,528.6,565,584,595.6,618.7,628.5
T,7/5/12,338.3,431.8,529.8,566.4,585.4,597,620.2,630.3
W,7/4/12,340,433.8,532.2,569.1,588.3,600,623.4,633.5
T,7/3/12,340.2,433.8,532.2,569,588.3,600,623.5,633.6
M,7/2/12,344.3,438.9,538.4,575.8,595.3,607.2,630.8,641
F,6/29/12,354.6,451.3,553.7,592.4,612.6,625,649.5,660.2
T,6/28/12,363.6,462.5,567.6,607.2,627.9,640.5,665.5,676.3
W,6/27/12,414,526.4,599.4,626.8,641.2,650,670.6,678.4
T,6/26/12,436.8,555,634.5,669.7,688.4,697.6,719.2,727.2
M,6/25/12,410.8,521.8,603.9,656.2,684.8,692.8,713,720
,,,,,,,,,
F,6/22/12,429.1,544.2,630,684.6,714.6,723.1,744.1,751.2
T,6/21/12,424.4,538,622.8,676.9,706.6,715,735.9,742.9
W,6/20/12,403.1,510.7,591.4,642.8,671,679,699,706
T,6/19/12,383.5,510.6,584.6,631,655.1,660,676.3,680.6
M,6/18/12,381.7,507.7,581.4,627.8,651.7,656.7,673,677.5
,,,,,,,,,
F,6/15/12,381.1,505.9,579.6,625.9,649.9,655,671.4,675.9
T,6/14/12,365.6,485,555.9,600.3,623.4,628.3,644,648
W,6/13/12,357.9,474.5,543.9,587.5,610.1,615,630.5,634.7
T,6/12/12,357.9,474.2,543.7,587.4,610.1,615,630.6,634.9
M,6/11/12,360,476.6,546.6,590.5,613.4,618.3,633.9,638.2
,,,,,,,,,
F,6/8/12,366.1,483.8,555.1,599.9,623.2,628.3,644.3,648.7
T,6/7/12,367.8,485.7,557.3,602.4,625.8,630.9,646.9,651.3
W,6/6/12,375.4,495.6,569,615,639,644.2,660.7,665.3
T,6/5/12,378.5,501.2,574,621.4,645,650.2,666.8,671.6
M,6/4/12,374,493.3,569.6,614.5,640.8,652.4,661.4,665.3
,,,,,,,,,
F,6/1/12,367.9,476,564.7,608.2,636.5,648.9,660.5,665.3
T,5/31/12,358.6,463.6,550.1,592.6,620.2,632.3,643.5,648.2
W,5/30/12,354.3,457.8,543.2,585.2,612.5,624.4,635.4,640.1
T,5/29/12,350.9,453.1,537.8,579.5,606.6,618.4,629.4,634
M,5/28/12,349.5,451,535.4,576.9,603.9,615.7,626.8,631.5
,,,,,,,,,
F,5/25/12,345.2,446.8,533.3,576.4,606.5,617.7,630.2,635.8
T,5/24/12,349.1,451.5,539,582.5,613,624.2,636.9,642.6
W,5/23/12,348.4,450.4,537.7,581.3,611.8,623.1,635.9,641.8
T,5/22/12,348.7,450.5,537.9,581.5,612,623.4,636.2,642
M,5/21/12,359.8,464.6,554.8,599.7,631.2,642.9,656,661.9
,,,,,,,,,
F,5/18/12,366.8,472.8,564.8,610.8,643,655,668.5,674.7
T,5/17/12,364.1,469.1,560.3,606.1,638,650,663.5,669.6
W,5/16/12,359.9,463.4,553.6,598.8,630.4,642.4,655.8,661.9
T,5/15/12,341.9,439.9,525.6,568.6,598.7,610,622.9,628.9
M,5/14/12,345.1,443.8,530.3,573.7,604.1,615.5,628.4,634.4
,,,,,,,,,
F,5/11/12,343.5,441,527.1,570.5,600.8,612.4,625.5,631.7
T,5/10/12,346.1,444.1,530.9,574.7,605.3,616.8,629.9,636
W,5/9/12,346.9,444.9,531.9,575.8,606.6,618.2,631.3,637.5
T,5/8/12,344.9,441.7,527.7,571.7,602.4,614,627.2,633.4
M,5/7/12,342,435.5,523.7,567.2,596.9,608.9,622,627.9
,,,,,,,,,
F,5/4/12,345.2,434,523.8,566.1,593.7,610.8,619.4,626.4
T,5/3/12,344.9,433.4,523.1,565.3,592.9,610,618.6,625.7
W,5/2/12,342.5,430.1,519.2,561.2,588.6,605.6,614.2,621.4
T,5/1/12,344.1,431.9,521.3,563.6,591.2,608.3,617,624.3
M,4/30/12,345.2,433.1,522.8,565.2,592.9,610,618.6,625.8
,,,,,,,,,
F,4/27/12,344.4,431.5,520.9,563.4,591.1,608.3,617.3,624.7
T,4/26/12,345.2,432.3,521.9,564.4,592.2,609.4,618.4,625.7
W,4/25/12,345.6,432.6,522.3,564.9,592.7,610,618.9,626.1
T,4/24/12,347.8,435.1,525.4,568.3,596.3,613.8,622.8,630.2
M,4/23/12,347,433.9,524,566.9,594.8,612.2,621.2,628.6
,,,,,,,,,
F,4/20/12,343.2,428.5,517.5,560,587.7,605,614,621.4
T,4/19/12,354.6,442.6,534.5,578.4,607.1,625,634.4,642.1
W,4/18/12,354.7,442.4,534.4,578.4,607.1,625,634.4,642.3
T,4/17/12,353.8,441.1,532.7,576.6,605.3,623.2,639.8,652.1
M,4/16/12,353.6,440.7,532.3,576.2,604.9,622.8,639.5,651.8
,,,,,,,,,
F,4/13/12,356.4,443.5,535.8,580.1,609.1,627.2,644.1,656.5
T,4/12/12,355.2,441.9,533.8,578,606.8,624.8,641.6,654
W,4/11/12,365.4,454.3,548.9,594.4,624.1,642.6,660,672.9
T,4/10/12,358.1,445.1,538,582.6,611.8,630,647,659.4
M,4/9/12,351.6,436.6,527.3,571.4,600,617.7,633.9,645.8
,,,,,,,,,
F,4/6/12,348.5,433.5,514.4,561.6,592.1,609.6,626.7,639.6
T,4/5/12,348.5,433.3,512.5,559.8,589.8,608,625.6,639.3
W,4/4/12,338,420.1,497,542.9,571.9,589.6,606.5,620.2
T,4/3/12,332.3,412.7,488.4,533.6,562.3,579.8,596.8,610.3
M,4/2/12,326.3,405.2,479.4,523.8,552,569.1,585.8,598.9
,,,,,,,,,
F,3/30/12,321.2,398.2,471.2,515,542.8,559.7,576.2,589.1
T,3/29/12,319.1,395.6,468.1,511.6,539.2,556,572.3,585.2
W,3/28/12,319.7,396.1,468.8,512.4,540.1,557,573.4,586.3
T,3/27/12,318.9,394.9,467.3,510.9,538.5,555.3,571.6,584.5
M,3/26/12,318.2,393.8,466.1,509.5,537,553.9,570.2,583
,,,,,,,,,
F,3/23/12,294.9,384.3,458.3,497,532.8,557.1,581.7,600.5
T,3/22/12,296,385.5,459.8,498.6,534.5,558.8,583.5,602.3
W,3/21/12,290.4,378,451,489.1,524.4,548.3,572.4,590.8
T,3/20/12,290.2,377.6,450.4,488.5,523.7,547.5,571.6,589.8
M,3/19/12,283.9,390.4,460.2,494.3,527.5,549.5,571,587.3
,,,,,,,,,
F,3/16/12,284.3,390.2,460.3,494.5,528,550,571.7,588.1
T,3/15/12,283.7,389,459,493.2,526.6,548.5,570.2,586.6
W,3/14/12,285.6,391.3,461.8,496.3,530,551.9,573.5,590
T,3/13/12,298.4,408.5,482.2,518.3,553.5,572.3,590.4,604.3
M,3/12/12,307.7,421,497.1,534.3,570.6,590,608.6,622.8
,,,,,,,,,
F,3/9/12,312.3,426.4,503.7,541.7,578.6,598.3,617.3,631.9
T,3/8/12,319.5,435.9,515,553.9,591.7,611.9,631.3,646.2
W,3/7/12,319.2,435.1,514.2,553.2,591,611.2,630.7,645.7
T,3/6/12,317.7,432.8,511.6,550.4,588,608.1,627.5,642.5
M,3/5/12,316.5,430.9,509.5,548.2,585.7,605.8,625.2,640.2
,,,,,,,,,
F,3/2/12,319,433.4,512.7,551.8,589.7,610,629.6,644.6
T,3/1/12,320.3,434.9,514.5,553.9,592,612.4,632.1,647.3
